,english_name,french_name,spanish_name,Country,ISO639-3_codes,endangerment_degree,alternate_names,name_in_the_language,number_of_speakers,Latitude,Longitude,location_description,GDP_per_capita_US_dollars,expenditure_on_research_and_development_GDP_percentage,co2_emissions_percapita_metric_tons,tourist_arrivals_thousands,threatened_species_total_number,expenditure_on_secondary_education,population_mid_year_estimates_millions,international_migrants_number,land_area_thousand_hectars,internet_usage_percentage_of_people,expenditure_on_education_percentage_GDP,expenditure_on_health_percentage_of_GDP,continent,family,language_vitality_level,country_vitality_level,Continent
71,Torlak,torlak,torlak,Romania,"bos, hrv, srp",Vulnerable,"Shop; dialects: Goran, Janjev, Krashovan",NA,1500000,42.9644,22.1374,"the core area: south-eastern Serbia, the westernmost parts of Bulgaria, the north-eastern region of the FYROM and, at least until recently, parts of southern Kosovo (Serbia); Goran: the border region of Kosovo, Albania and the FYROM; Janjev: south-eastern Kosovo (Serbia), from where most speakers have emigrated to Croatia; Krashovan: the region of Caraşova in Caraş-Severin County in the Romanian Banat",8120,0.5,3.7,7498,64,953,20.47,177211,23005,39.9,3.5,5.8,NA,NA,5,3.636363636,Europe
72,Torlak,torlak,torlak,Serbia,"bos, hrv, srp",Vulnerable,"Shop; dialects: Goran, Janjev, Krashovan",NA,1500000,42.9644,22.1374,"the core area: south-eastern Serbia, the westernmost parts of Bulgaria, the north-eastern region of the FYROM and, at least until recently, parts of southern Kosovo (Serbia); Goran: the border region of Kosovo, Albania and the FYROM; Janjev: south-eastern Kosovo (Serbia), from where most speakers have emigrated to Croatia; Krashovan: the region of Caraşova in Caraş-Severin County in the Romanian Banat",5735,0.7,6.3,683,46,287,8.99,826275,8746,40.9,4.3,9.5,NA,NA,5,4,Europe
73,West Flemish,flamand occidental,flamenco occidental,Belgium,"vls, zea",Vulnerable,Western Flemish; Zeelandic (Zeêuws),NA,1500000,51.0275,3.0541,"the province of Zealand, the Netherlands; West Flanders, Belgium; and French Flanders, where definitively if not severely endangered",43968,2.1,9.5,7186,27,864,10.94,1503806,3028,75,6.4,10.2,NA,NA,5,4,Europe
74,West Flemish,flamand occidental,flamenco occidental,France,"vls, zea",Vulnerable,Western Flemish; Zeelandic (Zeêuws),NA,1500000,51.0275,3.0541,"the province of Zealand, the Netherlands; West Flanders, Belgium; and French Flanders, where definitively if not severely endangered",40685,2.2,5.2,76647,168,2624,62.88,7309986,54756,77.3,5.5,11.2,NA,NA,5,3.692307692,Europe
75,West Flemish,flamand occidental,flamenco occidental,Netherlands,"vls, zea",Vulnerable,Western Flemish; Zeelandic (Zeêuws),NA,1500000,51.0275,3.0541,"the province of Zealand, the Netherlands; West Flanders, Belgium; and French Flanders, where definitively if not severely endangered",50744,1.7,10.3,10883,24,713,16.68,1832510,3373,90.7,5.5,10.2,NA,NA,5,4.666666667,Europe
76,Bashkir,bachkir,baskir,Russian Federation,bak,Vulnerable,Bashkort,NA,1379727,54.7309,55.9863,the Republic of Bashkortostan and adjacent regions,10732,1.1,10.7,22281,126,3210,143.48,11194710,1637687,43,4.1,5,Eurasia,Turkic,5,3.135135135,Europe
77,Chechen,tchétchène,checheno,Russian Federation,che,Vulnerable,NA,NA,1331844,43.1971,45.7031,the Republic of Chechenia and adjacent regions,10732,1.1,10.7,22281,126,3210,143.48,11194710,1637687,43,4.1,5,Eurasia,Nakh-Daghestanian,5,3.135135135,Europe
78,Chuvash,tchouvache,chuvacho,Russian Federation,chv,Vulnerable,NA,NA,1325382,56.1394,47.2412,Chuvash Republic and adjacent regions,10732,1.1,10.7,22281,126,3210,143.48,11194710,1637687,43,4.1,5,Eurasia,Turkic,5,3.135135135,Europe
79,Meithei,meitei,mitei,India,mni,Vulnerable,"Manipuri, Meitei",NA,1250000,24.7667,93.8946,"Manipur (throughout, but concentrated in the Manipur valley)
",1353,0.8,1.3,5776,758,48266,1234.28,5574018,297319,7.5,3.4,3.3,NA,NA,5,3.869346734,Asia
80,Tamang,tamang,tamang,India,"taj, tge, tmk, tsf, tdg",Vulnerable,तामाङ; तामाङ्ग; Murmi (obsolete),NA,1196639,27.7365,85.6858,"Dispersed throughout central and eastern hills of Nepal. Bāgmatī, Nārāyaṇī and Janakpur zones, in Kābhrepālañcok, Makvānpur, SIndhupālcok, Nuvākoṭ, Dhādiṅ, Sindhulī, Rāmechāp, Bagmatī, Dolakhā and Rasuvā districts. Also found in India (Sikkim).",1353,0.8,1.3,5776,758,48266,1234.28,5574018,297319,7.5,3.4,3.3,NA,NA,5,3.869346734,Asia
81,Tamang,tamang,tamang,Nepal,"taj, tge, tmk, tsf, tdg",Vulnerable,तामाङ; तामाङ्ग; Murmi (obsolete),NA,1196639,27.7365,85.6858,"Dispersed throughout central and eastern hills of Nepal. Bāgmatī, Nārāyaṇī and Janakpur zones, in Kābhrepālañcok, Makvānpur, SIndhupālcok, Nuvākoṭ, Dhādiṅ, Sindhulī, Rāmechāp, Bagmatī, Dolakhā and Rasuvā districts. Also found in India (Sikkim).",603,0.3,0.2,603,93,1090,27.01,581889,14335,7.9,3.8,5,NA,NA,5,3.85915493,Asia
82,Quechua of Cuzco,quechua de Cuzco,quechua cuzqueño,Peru,quz,Vulnerable,Quechua Cuzco-Collao,NA,1115000,-13.4537,-72.0098,"Cuzco, partes de  Arequipa, Puno, Apurímac (Abancay), Moquegua (Ubinas).",5082,0.2,1.4,2299,551,896,29.03,104706,128000,34.8,2.9,4.7,NA,NA,5,3.209677419,South America
83,Eastern Slovak,slovaque oriental,eslovaco oriental,Slovakia,slk,Vulnerable,NA,NA,1.00E+06,48.8068,21.7968,"Spiš, Šariš, Zemplín and Abov regions in eastern Slovakia; a regional language not recognized by the SIL",16711,0.6,6.4,1327,34,269,5.4,146319,4809,75.7,4.1,7.7,NA,NA,5,4.4,Europe
84,Eastern Slovak,slovaque oriental,eslovaco oriental,Ukraine,slk,Vulnerable,NA,NA,1.00E+06,48.8068,21.7968,"Spiš, Šariš, Zemplín and Abov regions in eastern Slovakia; a regional language not recognized by the SIL",2970,0.8,5.8,21203,61,844,45.79,4818767,57932,23.3,7.3,6.8,NA,NA,5,3.529411765,Europe
85,Ligurian,ligurien,ligur,France,lij,Definitely endangered,Monégasque (dialect),NA,1.00E+06,44.5748,8.7011,"Liguria and adjacent areas of Piedmont, Emilia and Tuscany, Italy; the villages of Tende, La Brigue, Fontan, Saorge, Breil-sur-Roya in the eastern corner of the department of Alpes-Maritimes, France; settlements in the towns of Carloforte on the San Pietro island and Calasetta on the Sant’Antioco island off the southwest coast of Sardinia, Italy, as well as in the town of Bonifacio in Corsica; until the twentieth century also Monaco, where Ligurian is still used and studied as a second language, and the villages of Biot, Vallauris, Mons and Escragnoles in the department of Alpes-Maritimes, France",40685,2.2,5.2,76647,168,2624,62.88,7309986,54756,77.3,5.5,11.2,Eurasia,Indo-European,4,3.692307692,Europe
86,Ligurian,ligurien,ligur,Italy,lij,Definitely endangered,Monégasque (dialect),NA,1.00E+06,44.5748,8.7011,"Liguria and adjacent areas of Piedmont, Emilia and Tuscany, Italy; the villages of Tende, La Brigue, Fontan, Saorge, Breil-sur-Roya in the eastern corner of the department of Alpes-Maritimes, France; settlements in the towns of Carloforte on the San Pietro island and Calasetta on the Sant’Antioco island off the southwest coast of Sardinia, Italy, as well as in the town of Bonifacio in Corsica; until the twentieth century also Monaco, where Ligurian is still used and studied as a second language, and the villages of Biot, Vallauris, Mons and Escragnoles in the department of Alpes-Maritimes, France",35972,1.2,6.6,43626,174,2849,59.33,5787893,29414,53.7,4.3,8.9,Eurasia,Indo-European,4,4,Europe
87,Ligurian,ligurien,ligur,Monaco,lij,Definitely endangered,Monégasque (dialect),NA,1.00E+06,44.5748,8.7011,"Liguria and adjacent areas of Piedmont, Emilia and Tuscany, Italy; the villages of Tende, La Brigue, Fontan, Saorge, Breil-sur-Roya in the eastern corner of the department of Alpes-Maritimes, France; settlements in the towns of Carloforte on the San Pietro island and Calasetta on the Sant’Antioco island off the southwest coast of Sardinia, Italy, as well as in the town of Bonifacio in Corsica; until the twentieth century also Monaco, where Ligurian is still used and studied as a second language, and the villages of Biot, Vallauris, Mons and Escragnoles in the department of Alpes-Maritimes, France",150577,0,NA,279,11,1,0.04,21132,0,75,1.3,2.3,Eurasia,Indo-European,4,4,Europe
88,Rusyn,ruthène,rutenio,Hungary,rue,Vulnerable,"Ruthenian, Carpatho-Rusyn. Dialects: Lemko (Lemke), Boyko, Hutzulian",NA,1.00E+06,48.4437,22.9394,Trans-Carpathian region of Ukraine,13288,1.1,4.7,9510,47,486,9.93,436616,9053,65,4.8,7.5,Eurasia,Indo-European,5,3.833333333,Europe
89,Rusyn,ruthène,rutenio,Poland,rue,Vulnerable,"Ruthenian, Carpatho-Rusyn. Dialects: Lemko (Lemke), Boyko, Hutzulian",NA,1.00E+06,48.4437,22.9394,Trans-Carpathian region of Ukraine,12519,0.7,8,12470,37,1510,38.33,642417,30628,62.3,5.1,6.4,Eurasia,Indo-European,5,3.888888889,Europe
90,Rusyn,ruthène,rutenio,Romania,rue,Vulnerable,"Ruthenian, Carpatho-Rusyn. Dialects: Lemko (Lemke), Boyko, Hutzulian",NA,1.00E+06,48.4437,22.9394,Trans-Carpathian region of Ukraine,8120,0.5,3.7,7498,64,953,20.47,177211,23005,39.9,3.5,5.8,Eurasia,Indo-European,5,3.636363636,Europe
91,Rusyn,ruthène,rutenio,Slovakia,rue,Vulnerable,"Ruthenian, Carpatho-Rusyn. Dialects: Lemko (Lemke), Boyko, Hutzulian",NA,1.00E+06,48.4437,22.9394,Trans-Carpathian region of Ukraine,16711,0.6,6.4,1327,34,269,5.4,146319,4809,75.7,4.1,7.7,Eurasia,Indo-European,5,4.4,Europe
92,Rusyn,ruthène,rutenio,Ukraine,rue,Vulnerable,"Ruthenian, Carpatho-Rusyn. Dialects: Lemko (Lemke), Boyko, Hutzulian",NA,1.00E+06,48.4437,22.9394,Trans-Carpathian region of Ukraine,2970,0.8,5.8,21203,61,844,45.79,4818767,57932,23.3,7.3,6.8,Eurasia,Indo-European,5,3.529411765,Europe
93,Talysh,talysh,talisí,Azerbaijan,tly,Vulnerable,NA,NA,1.00E+06,38.814,48.6804,"the northern regions of Gilan and Ardabil provinces, Iran; the southernmost parts of Azerbaijan",5857,0.2,2.6,1280,45,313,9.03,276901,8266,46,2.8,2.5,NA,NA,5,3.454545455,Europe
94,Talysh,talysh,talisí,Iran (Islamic Republic of),tly,Vulnerable,NA,NA,1.00E+06,38.814,48.6804,"the northern regions of Gilan and Ardabil provinces, Iran; the southernmost parts of Azerbaijan",6658,0.3,6.8,2938,102,4025,73.76,2722397,162876,15.9,3.7,6.8,NA,NA,5,3.6,Unspecified
95,Kui,kui,kui,India,kxu,Vulnerable,"Kuy; Kandh; Khondi; Khond(o); Kodu; Kanda; Kodulu
",NA,916222,19.5908,83.9575,"Orissa (Phulbani, Koraput, Ganjam); also in Andhra Pradesh and Madhya Pradesh",1353,0.8,1.3,5776,758,48266,1234.28,5574018,297319,7.5,3.4,3.3,Papunesia,Timor-Alor-Pantar,5,3.869346734,Asia
96,Khasi,khasi,jasí,India,kha,Vulnerable,NA,NA,912000,25.691,91.8676,eastern half of Meghalaya,1353,0.8,1.3,5776,758,48266,1234.28,5574018,297319,7.5,3.4,3.3,Eurasia,Austroasiatic,5,3.869346734,Asia
97,Bodo,bodo,bodo,India,brx,Vulnerable,"Boro, Kachari",NA,9.00E+05,26.7554,92.8674,"north bank of the Brahmaputra, Sonitpur and Darrang districts",1353,0.8,1.3,5776,758,48266,1234.28,5574018,297319,7.5,3.4,3.3,NA,NA,5,3.869346734,Asia
98,Campidanese,campidanien,sardo campidanés,Italy,sro,Definitely endangered,Campidanese Sardinian,NA,9.00E+05,39.2991,8.9868,southern Sardinia,35972,1.2,6.6,43626,174,2849,59.33,5787893,29414,53.7,4.3,8.9,NA,NA,4,4,Europe
99,K'iche' (Guatemala),k’iche' (Guatemala),quiché (Guatemala),Guatemala,quc,Vulnerable,"Chiquel, Cachbel, Chuil quiché, cunenteco, Cantel Quiché, Quiché",NA,890596,15.0309,-91.1485,"Among the localities listed in the Ethnologue: El Quiché dept., Quetzaltenango, Cunén, Chichicastenango, Joyabaj, San Andrés Sajeabajá, Atitlán in Quetzaltenango dept.; Totinicapán dept, Santa Cruz Quiché",2781,0,0.7,1119,230,351,14.63,66386,10716,10.5,2.8,6.1,NA,NA,5,4.347826087,North America
100,Quechua of Ayacucho,quechua d'Ayacucho,quechua de Ayacucho,Peru,quy,Definitely endangered,Quechua Ayacucho-Chanka. Chanka (Quechua).,NA,850000,-13.1276,-74.2071,"Departamentos de Ayacucho, Huancavelica y partes de  Apurimac y Arequipa.",5082,0.2,1.4,2299,551,896,29.03,104706,128000,34.8,2.9,4.7,NA,NA,4,3.209677419,South America
101,Newar,newar,nevarí,Nepal,new,Definitely endangered,नेवार; Nepal Bhasa; Newari,NA,825458,27.6981,85.3198,Kathmandu valley,603,0.3,0.2,603,93,1090,27.01,581889,14335,7.9,3.8,5,NA,Sino-Tibetan,4,3.85915493,Asia
102,Mon,môn,mon,Myanmar,mnw,Vulnerable,Talaing,NA,8.00E+05,16.4666,97.7833,NA,886,0.2,0.2,792,249,674,50.6,76414,65326,0.3,0.8,1.9,Eurasia,Austroasiatic,5,2.964285714,Asia
103,Mon,môn,mon,Thailand,mnw,Vulnerable,Talaing,NA,8.00E+05,16.4666,97.7833,NA,5076,0.2,3.3,15936,477,2009,67.2,3234381,51089,22.4,4.8,3.4,Eurasia,Austroasiatic,5,3.5,Asia
104,Polesian,polésien,polesio,Belarus,NA,Vulnerable,NA,NA,8.00E+05,51.8629,23.9501,"the south-west of Belarus, the north-west of the Ukraine and adjacent Poland; a regional language not recognized by the SIL",6075,0.7,6.3,5674,16,294,9.42,1090378,20290,31.8,5.2,5.7,NA,NA,5,4.5,Europe
105,Polesian,polésien,polesio,Poland,NA,Vulnerable,NA,NA,8.00E+05,51.8629,23.9501,"the south-west of Belarus, the north-west of the Ukraine and adjacent Poland; a regional language not recognized by the SIL",12519,0.7,8,12470,37,1510,38.33,642417,30628,62.3,5.1,6.4,NA,NA,5,3.888888889,Europe
106,Polesian,polésien,polesio,Ukraine,NA,Vulnerable,NA,NA,8.00E+05,51.8629,23.9501,"the south-west of Belarus, the north-west of the Ukraine and adjacent Poland; a regional language not recognized by the SIL",2970,0.8,5.8,21203,61,844,45.79,4818767,57932,23.3,7.3,6.8,NA,NA,5,3.529411765,Europe
107,Tamaceq,tamaceq,tamacheq tahoua,Mali,taq,Definitely endangered,"Tamacheq, Tamasheq",NA,8.00E+05,16.7992,-3.0102,"Central, and northeast Mali, Kidal, Tombouctou areas. 
Also spoken in Algeria, Burkina Faso
",710,0.6,NA,169,29,248,15.05,341078,122019,2,3.3,4.7,NA,NA,4,4,Africa
108,Avar,avar,avar,Russian Federation,ava,Vulnerable,NA,NA,784840,42.4801,46.8017,parts of the Republic of Daghestan,10732,1.1,10.7,22281,126,3210,143.48,11194710,1637687,43,4.1,5,Eurasia,Nakh-Daghestanian,5,3.135135135,Europe
109,Mundari,mundari,mundarí,India,muw,Vulnerable,Horo,NA,750000,22.3297,86.0449,"Jharkhand, mainly in  Ranchi Dt.; some speakers in Madhya Pradesh",1353,0.8,1.3,5776,758,48266,1234.28,5574018,297319,7.5,3.4,3.3,Eurasia,Austroasiatic,5,3.869346734,Asia
110,Welsh,gallois,galés,United Kingdom of Great Britain and Northern Ireland,cym,Vulnerable,y Gymraeg,Cymraeg,750000,52.4459,-3.5485,Wales and adjacent parts of England; émigré communities in Patagonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurasia,Indo-European,5,3.166666667,Unspecified
111,Angika,angika,anga,India,anp,Vulnerable,Chhika-Chhiki; Anga; Aangi; Bhagalpuri,NA,740892,24.7451,85.3124,Bihar and Jharkhand,1353,0.8,1.3,5776,758,48266,1234.28,5574018,297319,7.5,3.4,3.3,Eurasia,Indo-European,5,3.869346734,Asia
112,Angika,angika,anga,Nepal,anp,Vulnerable,Chhika-Chhiki; Anga; Aangi; Bhagalpuri,NA,740892,24.7451,85.3124,Bihar and Jharkhand,603,0.3,0.2,603,93,1090,27.01,581889,14335,7.9,3.8,5,Eurasia,Indo-European,5,3.85915493,Asia
113,Q'eqchi' (Guatemala),q’eqchi' (Guatemala),cachí (Guatemala),Guatemala,kek,Vulnerable,"K'eqchí, Ketchí, Cacché, Quecchí",NA,716101,15.4707,-90.3722,"Uspantán, Cobán, Panzós, Senahú, San Pedro Carchá, San Juan Chamelco, Lanquín, Cahabón, Chisec, Chahal, San Luis Sayaxché, El Estor, Livingston",2781,0,0.7,1119,230,351,14.63,66386,10716,10.5,2.8,6.1,NA,NA,5,4.347826087,North America
114,Picard,picard,picardo,Belgium,pcd,Severely endangered,"ch’ti, ch’timi, rouchi",NA,7.00E+05,50.2331,2.7905,"the regions of Picardy (Picardie) and Nord-Pas-de-Calais, France; the area extending from Tournai to Mons in the western part of the province of Hainaut, Belgium",43968,2.1,9.5,7186,27,864,10.94,1503806,3028,75,6.4,10.2,Eurasia,Indo-European,3,4,Europe
115,Picard,picard,picardo,France,pcd,Severely endangered,"ch’ti, ch’timi, rouchi",NA,7.00E+05,50.2331,2.7905,"the regions of Picardy (Picardie) and Nord-Pas-de-Calais, France; the area extending from Tournai to Mons in the western part of the province of Hainaut, Belgium",40685,2.2,5.2,76647,168,2624,62.88,7309986,54756,77.3,5.5,11.2,Eurasia,Indo-European,3,3.692307692,Europe
116,Kokborok,kokborok,kok borok,Bangladesh,trp,Vulnerable,Tripuri,NA,695000,23.7752,91.6918,"Triupura, and Karimjang Dt. of Assam",776,NA,0.3,303,122,5018,147.58,1345546,13017,3.7,1.9,2.5,NA,NA,5,4.4,Asia
117,Kokborok,kokborok,kok borok,India,trp,Vulnerable,Tripuri,NA,695000,23.7752,91.6918,"Triupura, and Karimjang Dt. of Assam",1353,0.8,1.3,5776,758,48266,1234.28,5574018,297319,7.5,3.4,3.3,NA,NA,5,3.869346734,Asia
118,Basque,basque,euskera,Spain,eus,Vulnerable,NA,euskara,660000,43.133,-2.0764,"Basque Autonomous Region (the provinces of Bizkaia, Gipuzkoa and Araba) and the autonomous province of Navarre, Spain; Labourd, Basse-Navarre and Soule in the department of Pyrénées-Atlantiques, France",30273,1.4,5.6,52677,240,1174,46.93,6280062,50001,65.8,4.9,9.1,Eurasia,NA,5,3.166666667,Europe
119,Basque,basque,euskera,France,eus,Vulnerable,NA,euskara,660000,43.133,-2.0764,"Basque Autonomous Region (the provinces of Bizkaia, Gipuzkoa and Araba) and the autonomous province of Navarre, Spain; Labourd, Basse-Navarre and Soule in the department of Pyrénées-Atlantiques, France",40685,2.2,5.2,76647,168,2624,62.88,7309986,54756,77.3,5.5,11.2,Eurasia,NA,5,3.692307692,Europe
120,Kabard-Cherkes,kabarde-tcherkesse,kabardái,Russian Federation,kbd,Vulnerable,Kabardian,NA,650000,43.7393,43.4289,the Kabard-Balkar Republic and the Karachay-Cherkes Republic in the Russian Federation as well as diaspora communities in Turkey and the Middle East,10732,1.1,10.7,22281,126,3210,143.48,11194710,1637687,43,4.1,5,NA,NA,5,3.135135135,Europe
121,Kabard-Cherkes,kabarde-tcherkesse,kabardái,Turkey,kbd,Vulnerable,Kabardian,NA,650000,43.7393,43.4289,the Kabard-Balkar Republic and the Karachay-Cherkes Republic in the Russian Federation as well as diaspora communities in Turkey and the Middle East,10742,0.8,3.7,31364,150,3639,72.33,1373749,76963,39.8,2.8,5,NA,NA,5,3.444444444,Asia
122,Mandeali,mandeali,mandeali,India,mjl,Definitely endangered,Mandi; Mandiali; Pahari Mandiyali,NA,611930,31.4099,76.9921,Himachal Pradesh,1353,0.8,1.3,5776,758,48266,1234.28,5574018,297319,7.5,3.4,3.3,Eurasia,Indo-European,4,3.869346734,Asia
123,Friulian,frioulan,friulano,Italy,fur,Definitely endangered,NA,NA,6.00E+05,46.1037,13.1396,"the Autonomous Region Friuli-Venezia Giulia except Trieste Province and western and eastern border regions, and Portogruaro area in Venezia Province in Veneto Region; also spoken in émigré communities in Romania and elsewhere",35972,1.2,6.6,43626,174,2849,59.33,5787893,29414,53.7,4.3,8.9,Eurasia,Indo-European,4,4,Europe
124,Quechua of Ancash and Huánuco,quechua d'Ancash et Huánuco,quechua de Ancash y de Huánuco,Peru,"qec, qed, qee, qan, qei, qub, qej, qel, qem",Definitely endangered,"Quechua, Nunashimi. Quechua Ancash-Huánuco. Huaylas Quechua.",NA,6.00E+05,-9.4598,-77.1789,"Zona central del Perú, departamentos de  Ancash Y Huánuco.",5082,0.2,1.4,2299,551,896,29.03,104706,128000,34.8,2.9,4.7,NA,NA,4,3.209677419,South America
125,Walloon,wallon,valón,Belgium,wln,Definitely endangered,NA,NA,6.00E+05,50.4575,4.8559,"the greater part of the province of Liège, the southern part of the province of Brabant, the province of Namur, the northern part of the province of Luxembourg and the eastern part of the province of Hainaut, Belgium; the north of the department of Ardennes (town of Givet), France, where severely endangered; formerly also in two or three villages (Doncols, Sonlez) in Luxemburg, where the last speakers died in the 1970s",43968,2.1,9.5,7186,27,864,10.94,1503806,3028,75,6.4,10.2,Eurasia,Indo-European,4,4,Europe
126,Walloon,wallon,valón,France,wln,Definitely endangered,NA,NA,6.00E+05,50.4575,4.8559,"the greater part of the province of Liège, the southern part of the province of Brabant, the province of Namur, the northern part of the province of Luxembourg and the eastern part of the province of Hainaut, Belgium; the north of the department of Ardennes (town of Givet), France, where severely endangered; formerly also in two or three villages (Doncols, Sonlez) in Luxemburg, where the last speakers died in the 1970s",40685,2.2,5.2,76647,168,2624,62.88,7309986,54756,77.3,5.5,11.2,Eurasia,Indo-European,4,3.692307692,Europe
